"BusinessYear","StateCode","aca_age","MetalLevel","rate"
2014,"AR",30,"Catastrophic",156.033770833333
2014,"AR",30,"Gold",357.115868055556
2014,"AR",30,"Silver",320.677088235294
2014,"AR",40,"Bronze",300.31873
2014,"AR",40,"Catastrophic",187.274041666667
2014,"AR",40,"Gold",428.615609375
2014,"AR",40,"Silver",384.881205882353
2014,"AR",50,"Bronze",453.965968333333
2014,"AR",50,"Catastrophic",283.087083333333
2014,"AR",50,"Gold",647.90215625
2014,"AR",50,"Silver",581.792085784314
2014,"AR",60,"Bronze",598.586952777778
2014,"AR",60,"Catastrophic",373.271597222222
2014,"AR",60,"Gold",854.30572337963
2014,"AR",60,"Silver",767.134942810458
2014,"AZ",10,"Bronze",122.329570494865
2014,"AZ",10,"Catastrophic",85.244
2014,"AZ",10,"Gold",170.506443760263
2014,"AZ",10,"Platinum",159.776475378788
2014,"AZ",10,"Silver",143.289805126555
2014,"AZ",21,"Bronze",193.547849284158
2014,"AZ",21,"Catastrophic",134.819933333333
2014,"AZ",21,"Gold",269.779932174786
2014,"AZ",21,"Platinum",252.791282828283
2014,"AZ",21,"Silver",226.709357625483
2014,"AZ",27,"Bronze",208.954652505447
2014,"AZ",27,"Catastrophic",145.512844444444
2014,"AZ",27,"Gold",291.259646186827
2014,"AZ",27,"Platinum",272.91990530303
2014,"AZ",27,"Silver",244.759282175032
2014,"AZ",30,"Bronze",232.843691970121
2014,"AZ",30,"Catastrophic",162.150006666667
2014,"AZ",30,"Gold",324.563560604817
2014,"AZ",30,"Platinum",304.12894905303
2014,"AZ",30,"Silver",272.751066226941
2014,"AZ",40,"Bronze",279.467649112979
2014,"AZ",40,"Catastrophic",194.64502
2014,"AZ",40,"Gold",389.545508908046
2014,"AZ",40,"Platinum",365.020194507576
2014,"AZ",40,"Silver",327.356325847276
2014,"AZ",50,"Bronze",422.441722875817
2014,"AZ",50,"Catastrophic",294.2144
2014,"AZ",50,"Gold",588.842960207991
2014,"AZ",50,"Platinum",551.769914204545
2014,"AZ",50,"Silver",494.836063063063
2014,"AZ",60,"Bronze",557.011677482104
2014,"AZ",60,"Catastrophic",387.915888888889
2014,"AZ",60,"Gold",776.426097359059
2014,"AZ",60,"Platinum",727.547570707071
2014,"AZ",60,"Silver",652.471151830402
2014,"DE",10,"Bronze",142.2246875
2014,"DE",10,"Catastrophic",93.8
2014,"DE",10,"Gold",190.212708333333
2014,"DE",10,"Platinum",209.53
2014,"DE",10,"Silver",167.010833333333
2014,"DE",21,"Bronze",225.02359375
2014,"DE",21,"Catastrophic",148.409166666667
2014,"DE",21,"Gold",300.944756944444
2014,"DE",21,"Platinum",331.51
2014,"DE",21,"Silver",264.240277777778
2014,"DE",27,"Bronze",242.941041666667
2014,"DE",27,"Catastrophic",160.226666666667
2014,"DE",27,"Gold",324.907916666667
2014,"DE",27,"Platinum",357.91
2014,"DE",27,"Silver",285.281481481481
2014,"DE",30,"Bronze",270.7223125
2014,"DE",30,"Catastrophic",178.5485
2014,"DE",30,"Gold",362.061875
2014,"DE",30,"Platinum",398.833
2014,"DE",30,"Silver",317.904083333333
2014,"DE",40,"Bronze",324.92540625
2014,"DE",40,"Catastrophic",214.298
2014,"DE",40,"Gold",434.5523125
2014,"DE",40,"Platinum",478.688
2014,"DE",40,"Silver",381.552833333333
2014,"DE",50,"Bronze",491.16190625
2014,"DE",50,"Catastrophic",323.935
2014,"DE",50,"Gold",656.875895833333
2014,"DE",50,"Platinum",723.591
2014,"DE",50,"Silver",576.760361111111
2014,"DE",60,"Bronze",647.58875
2014,"DE",60,"Catastrophic",427.110833333333
2014,"DE",60,"Gold",866.103298611111
2014,"DE",60,"Platinum",954.108333333333
2014,"DE",60,"Silver",760.461342592593
2014,"FL",10,"Bronze",127.59259343627
2014,"FL",10,"Catastrophic",104.295173258004
2014,"FL",10,"Gold",188.280482930621
2014,"FL",10,"Platinum",204.081877306459
2014,"FL",10,"Silver",158.752180750602
2014,"FL",21,"Bronze",201.868032173191
2014,"FL",21,"Catastrophic",165.027459981168
2014,"FL",21,"Gold",297.886977524997
2014,"FL",21,"Platinum",322.889338060055
2014,"FL",21,"Silver",251.168751764513
2014,"FL",27,"Bronze",217.944679062306
2014,"FL",27,"Catastrophic",178.167639359699
2014,"FL",27,"Gold",321.606408472467
2014,"FL",27,"Platinum",348.600359275771
2014,"FL",27,"Silver",271.172581833103
2014,"FL",30,"Bronze",242.867197472224
2014,"FL",30,"Catastrophic",198.539442696909
2014,"FL",30,"Gold",358.382546695426
2014,"FL",30,"Platinum",388.46325616152
2014,"FL",30,"Silver",302.180528389246
2014,"FL",40,"Bronze",291.488082641426
2014,"FL",40,"Catastrophic",238.292325923006
2014,"FL",40,"Gold",430.139072912399
2014,"FL",40,"Platinum",466.23939570948
2014,"FL",40,"Silver",362.683875955132
2014,"FL",50,"Bronze",440.614448054649
2014,"FL",50,"Catastrophic",360.227988187964
2014,"FL",50,"Gold",650.206331198324
2014,"FL",50,"Platinum",704.774442717237
2014,"FL",50,"Silver",548.23472569945
2014,"FL",60,"Bronze",580.947306811357
2014,"FL",60,"Catastrophic",474.915648854363
2014,"FL",60,"Gold",857.302183655407
2014,"FL",60,"Platinum",929.281814293128
2014,"FL",60,"Silver",722.85003808869
2014,"GA",10,"Bronze",127.02378591954
2014,"GA",10,"Catastrophic",91.2075833333333
2014,"GA",10,"Gold",183.870830853175
2014,"GA",10,"Platinum",155.313888888889
2014,"GA",10,"Silver",155.76240234375
2014,"GA",21,"Bronze",200.971851652299
2014,"GA",21,"Catastrophic",144.279979166667
2014,"GA",21,"Gold",290.878961640212
2014,"GA",21,"Platinum",245.749074074074
2014,"GA",21,"Silver",246.410717773438
2014,"GA",27,"Bronze",216.997462883142
2014,"GA",27,"Catastrophic",155.776944444444
2014,"GA",27,"Gold",314.015277777778
2014,"GA",27,"Platinum",265.313703703704
2014,"GA",27,"Silver",266.0418359375
2014,"GA",30,"Bronze",241.794685524425
2014,"GA",30,"Catastrophic",173.551366666667
2014,"GA",30,"Gold",349.933673115079
2014,"GA",30,"Platinum",295.651555555556
2014,"GA",30,"Silver",296.47808186849
2014,"GA",40,"Bronze",290.202433369253
2014,"GA",40,"Catastrophic",208.336183333333
2014,"GA",40,"Gold",419.991108134921
2014,"GA",40,"Platinum",354.846694444444
2014,"GA",40,"Silver",355.832566080729
2014,"GA",50,"Bronze",438.6823125
2014,"GA",50,"Catastrophic",314.929945833333
2014,"GA",50,"Gold",634.879747519841
2014,"GA",50,"Platinum",536.38675
2014,"GA",50,"Silver",537.883979817708
2014,"GA",60,"Bronze",578.415729166667
2014,"GA",60,"Catastrophic",415.184805555556
2014,"GA",60,"Gold",837.098781415344
2014,"GA",60,"Platinum",707.262731481481
2014,"GA",60,"Silver",709.200539279514
2014,"IA",10,"Bronze",127.598996960486
2014,"IA",10,"Catastrophic",85.0562698412698
2014,"IA",10,"Gold",176.918095238095
2014,"IA",10,"Platinum",213.034634038801
2014,"IA",10,"Silver",165.517216981132
2014,"IA",21,"Bronze",201.882286389733
2014,"IA",21,"Catastrophic",134.573161375661
2014,"IA",21,"Gold",279.91037037037
2014,"IA",21,"Platinum",337.051721634333
2014,"IA",21,"Silver",261.873884022162
2014,"IA",27,"Bronze",217.957917088821
2014,"IA",27,"Catastrophic",145.289325396825
2014,"IA",27,"Gold",302.199081790123
2014,"IA",27,"Platinum",363.890858906526
2014,"IA",27,"Silver",282.726593291405
2014,"IA",30,"Bronze",242.881395643364
2014,"IA",30,"Catastrophic",161.903297619048
2014,"IA",30,"Gold",336.756329034392
2014,"IA",30,"Platinum",405.502601234568
2014,"IA",30,"Silver",315.056953504043
2014,"IA",40,"Bronze",291.510141084093
2014,"IA",40,"Catastrophic",194.318875
2014,"IA",40,"Gold",404.180072420635
2014,"IA",40,"Platinum",486.690499029982
2014,"IA",40,"Silver",378.136122416891
2014,"IA",50,"Bronze",440.650587386018
2014,"IA",50,"Catastrophic",293.735123015873
2014,"IA",50,"Gold",610.96494047619
2014,"IA",50,"Platinum",735.688181746032
2014,"IA",50,"Silver",571.596097708895
2014,"IA",60,"Bronze",581.013701030057
2014,"IA",60,"Catastrophic",387.291567460317
2014,"IA",60,"Gold",805.586713514109
2014,"IA",60,"Platinum",970.05676425632
2014,"IA",60,"Silver",753.679912773285
2014,"ID",10,"Bronze",117.899881944444
2014,"ID",10,"Catastrophic",95.9311458333333
2014,"ID",10,"Gold",158.680986842105
2014,"ID",10,"Platinum",152.655
2014,"ID",10,"Silver",141.31079495614
2014,"ID",21,"Bronze",186.590236111111
2014,"ID",21,"Catastrophic",151.87746253655
2014,"ID",21,"Gold",251.042363852339
2014,"ID",21,"Platinum",241.5225
2014,"ID",21,"Silver",223.603982090643
2014,"ID",27,"Bronze",201.460449074074
2014,"ID",27,"Catastrophic",163.963734217172
2014,"ID",27,"Gold",271.0375
2014,"ID",27,"Platinum",260.758333333333
2014,"ID",27,"Silver",241.397832602339
2014,"ID",30,"Bronze",224.497670833333
2014,"ID",30,"Catastrophic",182.725239583333
2014,"ID",30,"Gold",302.024116776316
2014,"ID",30,"Platinum",290.574
2014,"ID",30,"Silver",269.005070723684
2014,"ID",40,"Bronze",269.445788194444
2014,"ID",40,"Catastrophic",219.33321875
2014,"ID",40,"Gold",362.499835526316
2014,"ID",40,"Platinum",348.7525
2014,"ID",40,"Silver",322.861604714912
2014,"ID",50,"Bronze",407.291214583333
2014,"ID",50,"Catastrophic",331.54271875
2014,"ID",50,"Gold",547.955893092105
2014,"ID",50,"Platinum",527.175
2014,"ID",50,"Silver",488.048775219298
2014,"ID",60,"Bronze",536.959478745791
2014,"ID",60,"Catastrophic",436.95601010101
2014,"ID",60,"Gold",722.502495431287
2014,"ID",60,"Platinum",695.099166666667
2014,"ID",60,"Silver",643.534026864035
2014,"IL",10,"Bronze",118.925419820952
2014,"IL",10,"Catastrophic",86.3010293040293
2014,"IL",10,"Gold",184.279676600573
2014,"IL",10,"Platinum",190.03
2014,"IL",10,"Silver",162.566492112072
2014,"IL",21,"Bronze",188.166969977361
2014,"IL",21,"Catastrophic",136.549028897029
2014,"IL",21,"Gold",291.553580320646
2014,"IL",21,"Platinum",300.652416666667
2014,"IL",21,"Silver",257.157155081554
2014,"IL",27,"Bronze",203.159452476343
2014,"IL",27,"Catastrophic",147.402405779406
2014,"IL",27,"Gold",314.771106426183
2014,"IL",27,"Platinum",324.5915
2014,"IL",27,"Silver",277.626134793927
2014,"IL",30,"Bronze",226.388430326618
2014,"IL",30,"Catastrophic",164.270321550672
2014,"IL",30,"Gold",350.766065450311
2014,"IL",30,"Platinum",361.70745
2014,"IL",30,"Silver",309.370556016311
2014,"IL",40,"Bronze",271.710432615995
2014,"IL",40,"Catastrophic",197.15555976801
2014,"IL",40,"Gold",420.994553117535
2014,"IL",40,"Platinum",434.12805
2014,"IL",40,"Silver",371.308933269404
2014,"IL",50,"Bronze",410.722194074328
2014,"IL",50,"Catastrophic",298.032216056166
2014,"IL",50,"Gold",636.381898118729
2014,"IL",50,"Platinum",656.234
2014,"IL",50,"Silver",561.277331780012
2014,"IL",60,"Bronze",541.523281612485
2014,"IL",60,"Catastrophic",392.942738705739
2014,"IL",60,"Gold",839.085195254021
2014,"IL",60,"Platinum",865.298
2014,"IL",60,"Silver",740.051110474693
2014,"IN",10,"Bronze",147.66592626634
2014,"IN",10,"Catastrophic",105.960588235294
2014,"IN",10,"Gold",214.333146829044
2014,"IN",10,"Platinum",248.128385416667
2014,"IN",10,"Silver",180.605396908764
2014,"IN",21,"Bronze",233.66147836102
2014,"IN",21,"Catastrophic",167.668443627451
2014,"IN",21,"Gold",339.15951305913
2014,"IN",21,"Platinum",392.687355324074
2014,"IN",21,"Silver",285.795710096539
2014,"IN",27,"Bronze",252.223023216231
2014,"IN",27,"Catastrophic",180.986029411765
2014,"IN",27,"Gold",366.091520692913
2014,"IN",27,"Platinum",423.795167824074
2014,"IN",27,"Silver",308.480723330999
2014,"IN",30,"Bronze",281.06794701457
2014,"IN",30,"Catastrophic",201.684323529412
2014,"IN",30,"Gold",407.959597981771
2014,"IN",30,"Platinum",472.2680625
2014,"IN",30,"Silver",343.761180297119
2014,"IN",40,"Bronze",337.350556832108
2014,"IN",40,"Catastrophic",242.070919117647
2014,"IN",40,"Gold",489.653295994179
2014,"IN",40,"Platinum",566.853326388889
2014,"IN",40,"Silver",412.601015843838
2014,"IN",50,"Bronze",509.930706341912
2014,"IN",50,"Catastrophic",365.907279411765
2014,"IN",50,"Gold",740.144958869485
2014,"IN",50,"Platinum",856.812623263889
2014,"IN",50,"Silver",623.671573879552
2014,"IN",60,"Bronze",672.375913642656
2014,"IN",60,"Catastrophic",482.472095588235
2014,"IN",60,"Gold",975.927516690921
2014,"IN",60,"Platinum",1129.75443287037
2014,"IN",60,"Silver",822.34904253368
2014,"KS",10,"Bronze",96.5731468253968
2014,"KS",10,"Catastrophic",65.9652380952381
2014,"KS",10,"Gold",153.559053221289
2014,"KS",10,"Platinum",178.015
2014,"KS",10,"Silver",126.877045855379
2014,"KS",21,"Bronze",152.79341005291
2014,"KS",21,"Catastrophic",104.365623015873
2014,"KS",21,"Gold",242.953088935574
2014,"KS",21,"Platinum",281.646904761905
2014,"KS",21,"Silver",200.739125367431
2014,"KS",27,"Bronze",164.959849206349
2014,"KS",27,"Catastrophic",112.676761904762
2014,"KS",27,"Gold",262.298803454715
2014,"KS",27,"Platinum",304.074047619048
2014,"KS",27,"Silver",216.723176660788
2014,"KS",30,"Bronze",183.823212566138
2014,"KS",30,"Catastrophic",125.561395238095
2014,"KS",30,"Gold",292.293229411765
2014,"KS",30,"Platinum",338.845071428571
2014,"KS",30,"Silver",241.506061199295
2014,"KS",40,"Bronze",220.627663359788
2014,"KS",40,"Catastrophic",150.700482142857
2014,"KS",40,"Gold",350.814372128852
2014,"KS",40,"Platinum",406.687214285714
2014,"KS",40,"Silver",289.859136067019
2014,"KS",50,"Bronze",333.504081481481
2014,"KS",50,"Catastrophic",227.801211904762
2014,"KS",50,"Gold",530.296556022409
2014,"KS",50,"Platinum",614.754142857143
2014,"KS",50,"Silver",438.155465079365
2014,"KS",60,"Bronze",439.729556216931
2014,"KS",60,"Catastrophic",300.358212301587
2014,"KS",60,"Gold",699.218928571429
2014,"KS",60,"Platinum",810.598452380952
2014,"KS",60,"Silver",577.723293209877
2014,"LA",10,"Bronze",130.338940018315
2014,"LA",10,"Catastrophic",90.2853571428571
2014,"LA",10,"Gold",183.357870879121
2014,"LA",10,"Platinum",196.158474310777
2014,"LA",10,"Silver",161.960203533026
2014,"LA",21,"Bronze",206.214942148722
2014,"LA",21,"Catastrophic",142.84505952381
2014,"LA",21,"Gold",290.098392340056
2014,"LA",21,"Platinum",310.351432566118
2014,"LA",21,"Silver",256.244836870574
2014,"LA",27,"Bronze",222.636136927839
2014,"LA",27,"Catastrophic",154.219285714286
2014,"LA",27,"Gold",313.198434076699
2014,"LA",27,"Platinum",335.064858370217
2014,"LA",27,"Silver",276.649053828808
2014,"LA",30,"Bronze",248.094740832795
2014,"LA",30,"Catastrophic",171.854446428571
2014,"LA",30,"Gold",349.013536976293
2014,"LA",30,"Platinum",373.37956309104
2014,"LA",30,"Silver",308.284704565228
2014,"LA",40,"Bronze",297.767016450673
2014,"LA",40,"Catastrophic",206.263089285714
2014,"LA",40,"Gold",418.891307237805
2014,"LA",40,"Platinum",448.136058483136
2014,"LA",40,"Silver",370.007704416588
2014,"LA",50,"Bronze",450.10901728332
2014,"LA",50,"Catastrophic",311.791142857143
2014,"LA",50,"Gold",633.202235476844
2014,"LA",50,"Platinum",677.40916970448
2014,"LA",50,"Silver",559.309765810672
2014,"LA",60,"Bronze",593.499869256784
2014,"LA",60,"Catastrophic",411.114851190476
2014,"LA",60,"Gold",834.922571543976
2014,"LA",60,"Platinum",893.21135101603
2014,"LA",60,"Silver",737.489037676347
2014,"ME",10,"Bronze",154.793029513889
2014,"ME",10,"Catastrophic",122.293611111111
2014,"ME",10,"Gold",232.8656875
2014,"ME",10,"Silver",183.292467948718
2014,"ME",21,"Bronze",244.90611400463
2014,"ME",21,"Catastrophic",193.489074074074
2014,"ME",21,"Gold",368.428241898148
2014,"ME",21,"Silver",289.996680911681
2014,"ME",27,"Bronze",264.407485532407
2014,"ME",27,"Catastrophic",208.895092592593
2014,"ME",27,"Gold",397.765814814815
2014,"ME",27,"Silver",313.088108974359
2014,"ME",30,"Bronze",294.643100694444
2014,"ME",30,"Catastrophic",232.783694444444
2014,"ME",30,"Gold",443.250750694444
2014,"ME",30,"Silver",348.890685897436
2014,"ME",40,"Bronze",353.6353046875
2014,"ME",40,"Catastrophic",279.390083333333
2014,"ME",40,"Gold",531.996138888889
2014,"ME",40,"Silver",418.744099358974
2014,"ME",50,"Bronze",534.560342881945
2014,"ME",50,"Catastrophic",422.330083333333
2014,"ME",50,"Gold",804.173313888889
2014,"ME",50,"Silver",632.979832264957
2014,"ME",60,"Bronze",704.856713686343
2014,"ME",60,"Catastrophic",556.873240740741
2014,"ME",60,"Gold",1060.36158449074
2014,"ME",60,"Silver",834.630168269231
2014,"MI",10,"Bronze",128.837160925741
2014,"MI",10,"Catastrophic",96.9675445887446
2014,"MI",10,"Gold",188.494635647181
2014,"MI",10,"Platinum",194.306111111111
2014,"MI",10,"Silver",165.024832357037
2014,"MI",21,"Bronze",203.83846451974
2014,"MI",21,"Catastrophic",153.416622094572
2014,"MI",21,"Gold",298.228808349374
2014,"MI",21,"Platinum",307.423213734568
2014,"MI",21,"Silver",261.097924466527
2014,"MI",27,"Bronze",220.068968470418
2014,"MI",27,"Catastrophic",165.633023465423
2014,"MI",27,"Gold",321.975017644393
2014,"MI",27,"Platinum",331.900733024691
2014,"MI",27,"Silver",281.887316609317
2014,"MI",30,"Bronze",245.23397455933
2014,"MI",30,"Catastrophic",184.573176133866
2014,"MI",30,"Gold",358.793083491824
2014,"MI",30,"Platinum",369.854325925926
2014,"MI",30,"Silver",314.121657819958
2014,"MI",40,"Bronze",294.333796605617
2014,"MI",40,"Catastrophic",221.527554102564
2014,"MI",40,"Gold",430.629057791136
2014,"MI",40,"Platinum",443.905014814815
2014,"MI",40,"Silver",377.013555306688
2014,"MI",50,"Bronze",444.919036949162
2014,"MI",50,"Catastrophic",334.864885074925
2014,"MI",50,"Gold",650.945292501753
2014,"MI",50,"Platinum",671.013525462963
2014,"MI",50,"Silver",569.899196862292
2014,"MI",60,"Bronze",586.657012243312
2014,"MI",60,"Catastrophic",441.541591702742
2014,"MI",60,"Gold",858.317207252239
2014,"MI",60,"Platinum",884.779253858025
2014,"MI",60,"Silver",751.452060400563
2014,"MO",10,"Bronze",116.582284936197
2014,"MO",10,"Catastrophic",74.6515714285714
2014,"MO",10,"Gold",183.507847985348
2014,"MO",10,"Silver",149.522035567313
2014,"MO",21,"Bronze",184.44984303351
2014,"MO",21,"Catastrophic",118.112142857143
2014,"MO",21,"Gold",290.339367521368
2014,"MO",21,"Silver",236.548027557319
2014,"MO",27,"Bronze",199.137033717191
2014,"MO",27,"Catastrophic",127.517252380952
2014,"MO",27,"Gold",313.458346153846
2014,"MO",27,"Silver",255.383291005291
2014,"MO",30,"Bronze",221.90867535014
2014,"MO",30,"Catastrophic",142.099184285714
2014,"MO",30,"Gold",349.302737545788
2014,"MO",30,"Silver",284.587183994709
2014,"MO",40,"Bronze",266.338252816682
2014,"MO",40,"Catastrophic",170.54935
2014,"MO",40,"Gold",419.238111538462
2014,"MO",40,"Silver",341.566490343915
2014,"MO",50,"Bronze",402.6006821662
2014,"MO",50,"Catastrophic",257.805031428571
2014,"MO",50,"Gold",633.727144871795
2014,"MO",50,"Silver",516.316273412698
2014,"MO",60,"Bronze",530.831798500882
2014,"MO",60,"Catastrophic",339.906333333333
2014,"MO",60,"Gold",835.590461538462
2014,"MO",60,"Silver",680.776699074074
2014,"MS",10,"Bronze",153.9565
2014,"MS",10,"Catastrophic",103.312222222222
2014,"MS",10,"Gold",213.432407407407
2014,"MS",10,"Platinum",171.7
2014,"MS",10,"Silver",182.888833333333
2014,"MS",21,"Bronze",243.583694444444
2014,"MS",21,"Catastrophic",163.45
2014,"MS",21,"Gold",337.682530864198
2014,"MS",21,"Platinum",271.649166666667
2014,"MS",21,"Silver",289.357722222222
2014,"MS",27,"Bronze",262.970611111111
2014,"MS",27,"Catastrophic",176.454444444444
2014,"MS",27,"Gold",364.560864197531
2014,"MS",27,"Platinum",293.261666666667
2014,"MS",27,"Silver",312.388
2014,"MS",30,"Bronze",293.0432
2014,"MS",30,"Catastrophic",196.634888888889
2014,"MS",30,"Gold",406.250833333333
2014,"MS",30,"Platinum",326.801
2014,"MS",30,"Silver",348.1122
2014,"MS",40,"Bronze",351.714483333333
2014,"MS",40,"Catastrophic",236.004444444444
2014,"MS",40,"Gold",487.588074074074
2014,"MS",40,"Platinum",392.231
2014,"MS",40,"Silver",417.809166666667
2014,"MS",50,"Bronze",531.658033333333
2014,"MS",50,"Catastrophic",356.749777777778
2014,"MS",50,"Gold",737.047
2014,"MS",50,"Platinum",592.9065
2014,"MS",50,"Silver",631.568283333333
2014,"MS",60,"Bronze",701.02825
2014,"MS",60,"Catastrophic",470.400740740741
2014,"MS",60,"Gold",971.848456790123
2014,"MS",60,"Platinum",781.789166666667
2014,"MS",60,"Silver",832.766888888889
2014,"MT",10,"Bronze",122.131830357143
2014,"MT",10,"Catastrophic",99.645
2014,"MT",10,"Gold",171.061354166667
2014,"MT",10,"Platinum",180.141875
2014,"MT",10,"Silver",148.32575
2014,"MT",21,"Bronze",193.218839285714
2014,"MT",21,"Catastrophic",157.629861111111
2014,"MT",21,"Gold",270.664479166667
2014,"MT",21,"Platinum",285.0125
2014,"MT",21,"Silver",234.642666666667
2014,"MT",27,"Bronze",208.618199404762
2014,"MT",27,"Catastrophic",170.244444444444
2014,"MT",27,"Gold",292.198559027778
2014,"MT",27,"Platinum",307.7075
2014,"MT",27,"Silver",253.31071875
2014,"MT",30,"Bronze",232.474785714286
2014,"MT",30,"Catastrophic",189.650333333333
2014,"MT",30,"Gold",325.6103125
2014,"MT",30,"Platinum",342.8940625
2014,"MT",30,"Silver",282.286440625
2014,"MT",40,"Bronze",279.016191964286
2014,"MT",40,"Catastrophic",227.620916666667
2014,"MT",40,"Gold",390.815510416667
2014,"MT",40,"Platinum",411.5466875
2014,"MT",40,"Silver",338.80666875
2014,"MT",50,"Bronze",421.764245535714
2014,"MT",50,"Catastrophic",344.074
2014,"MT",50,"Gold",590.757401041667
2014,"MT",50,"Platinum",622.1000625
2014,"MT",50,"Silver",512.139075
2014,"MT",60,"Bronze",556.090535714286
2014,"MT",60,"Catastrophic",453.660694444444
2014,"MT",60,"Gold",778.966796875
2014,"MT",60,"Platinum",820.283229166667
2014,"MT",60,"Silver",675.320864583333
2014,"NC",10,"Bronze",125.970445665446
2014,"NC",10,"Catastrophic",78.5953605769231
2014,"NC",10,"Gold",193.144290629713
2014,"NC",10,"Platinum",226.645865384615
2014,"NC",10,"Silver",162.111237980769
2014,"NC",21,"Bronze",199.304252645503
2014,"NC",21,"Catastrophic",124.349620726496
2014,"NC",21,"Gold",305.584265805681
2014,"NC",21,"Platinum",358.589871794872
2014,"NC",21,"Silver",256.48531989645
2014,"NC",27,"Bronze",215.174752747253
2014,"NC",27,"Catastrophic",134.251364850427
2014,"NC",27,"Gold",329.917120098039
2014,"NC",27,"Platinum",387.142564102564
2014,"NC",27,"Silver",276.908937684911
2014,"NC",30,"Bronze",239.780414835165
2014,"NC",30,"Catastrophic",149.603583333333
2014,"NC",30,"Gold",367.643442543364
2014,"NC",30,"Platinum",431.414490384615
2014,"NC",30,"Silver",308.573854074211
2014,"NC",40,"Bronze",287.788199023199
2014,"NC",40,"Catastrophic",179.556646634615
2014,"NC",40,"Gold",441.251895786199
2014,"NC",40,"Platinum",517.789783653846
2014,"NC",40,"Silver",370.355022559172
2014,"NC",50,"Bronze",435.024497863248
2014,"NC",50,"Catastrophic",271.420060096154
2014,"NC",50,"Gold",667.002262867647
2014,"NC",50,"Platinum",782.698923076923
2014,"NC",50,"Silver",559.833986932939
2014,"NC",60,"Bronze",573.60652981278
2014,"NC",60,"Catastrophic",357.88281784188
2014,"NC",60,"Gold",879.4864629682
2014,"NC",60,"Platinum",1032.04627403846
2014,"NC",60,"Silver",738.179080323389
2014,"ND",10,"Bronze",121.695
